id,text,true_labels,pred_labels,prob_TRISTEZA,prob_ESTRES_ANSIEDAD,prob_ENFADO_IRRITACION,prob_SOBRECARGA_URGENCIA,prob_CANSANCIO_FATIGA,prob_POSITIVO_ALIVIO,prob_NEUTRO,errors,is_fallback
9149.0,estoy super nervioso con la review de codigo de hoy,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.994,0.001,0.103,0.001,0.000,0.004,OK,False
9150.0,tengo miedo de meter la pata con el deploy a produccion,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.994,0.003,0.005,0.002,0.000,0.003,OK,False
9151.0,me preocupa no haber entendido bien lo q pidio el cliente,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.971,0.020,0.001,0.001,0.000,0.002,OK,False
9152.0,me agobia mucho la reunion con direccion,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.994,0.005,0.003,0.002,0.000,0.004,OK,False
9153.0,estoy inquieto no se si el cliente aprobara la propuesta,['ESTRES_ANSIEDAD'],[],0.000,0.022,0.199,0.003,0.002,0.000,0.000,ESTRES_ANSIEDAD:FN,False
9154.0,no puedo mas estoy agotada,['CANSANCIO_FATIGA'],"['ESTRES_ANSIEDAD', 'CANSANCIO_FATIGA']",0.000,0.969,0.002,0.001,0.999,0.000,0.002,ESTRES_ANSIEDAD:FP,False
9155.0,llevo 3 noches durmiendo fatal y se nota,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9156.0,sin energia hoy perdonad si tardo en contestar,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9157.0,estoy reventado esta semana ha podido conmigo,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.000,0.000,0.002,0.997,0.000,0.001,OK,False
9158.0,no me concentro llevo mirando la misma linea media hora,['CANSANCIO_FATIGA'],['ENFADO_IRRITACION'],0.000,0.002,0.994,0.004,0.003,0.000,0.002,ENFADO_IRRITACION:FP; CANSANCIO_FATIGA:FN,False
9159.0,necesito desconectar el finde de verdad no doy mas,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9160.0,acabo el dia molido sin fuerzas para nada,['CANSANCIO_FATIGA'],['NEUTRO'],0.000,0.001,0.002,0.004,0.003,0.000,0.994,CANSANCIO_FATIGA:FN; NEUTRO:FP,False
9161.0,otra vez cambian los requisitos a ultima hora estoy harto,['ENFADO_IRRITACION'],['ENFADO_IRRITACION'],0.000,0.003,0.997,0.005,0.003,0.000,0.003,OK,False
9162.0,me revienta q nadie conteste en el canal cuando hace falta,['ENFADO_IRRITACION'],['ENFADO_IRRITACION'],0.000,0.002,0.996,0.005,0.002,0.000,0.002,OK,False
9163.0,llevo pidiendo lo mismo 4 veces y nada es indignante,['ENFADO_IRRITACION'],['ENFADO_IRRITACION'],0.000,0.001,0.994,0.006,0.004,0.000,0.002,OK,False
9164.0,no me parece normal q nos enteremos de esto por un correo,['ENFADO_IRRITACION'],['ENFADO_IRRITACION'],0.000,0.003,0.994,0.002,0.003,0.000,0.002,OK,False
9165.0,estoy hasta las narices de repetir siempre lo mismo,['ENFADO_IRRITACION'],['ENFADO_IRRITACION'],0.000,0.003,0.996,0.003,0.003,0.000,0.003,OK,False
9166.0,me molesta q cambien las cosas sin avisar a nadie,['ENFADO_IRRITACION'],['ENFADO_IRRITACION'],0.000,0.002,0.996,0.005,0.003,0.000,0.002,OK,False
9167.0,hartisima de q no respeten lo q quedamos en la reu,['ENFADO_IRRITACION'],['ESTRES_ANSIEDAD'],0.000,0.974,0.020,0.002,0.001,0.000,0.003,ESTRES_ANSIEDAD:FP; ENFADO_IRRITACION:FN,False
9168.0,tengo 5 entregas para mañana y me da panico no llegar a ninguna,"['ESTRES_ANSIEDAD', 'SOBRECARGA_URGENCIA']","['ESTRES_ANSIEDAD', 'SOBRECARGA_URGENCIA']",0.000,0.978,0.002,0.985,0.001,0.000,0.007,OK,False
9169.0,otra vez nos cambian el plan a ultima hora estoy hasta arriba y harto,"['ENFADO_IRRITACION', 'SOBRECARGA_URGENCIA']",['ENFADO_IRRITACION'],0.000,0.002,0.998,0.026,0.003,0.000,0.002,SOBRECARGA_URGENCIA:FN,False
9170.0,llevo toda la semana sin parar estoy reventada y encima me agobia lo q queda,"['ESTRES_ANSIEDAD', 'CANSANCIO_FATIGA']",[],0.000,0.088,0.319,0.004,0.001,0.000,0.000,ESTRES_ANSIEDAD:FN; CANSANCIO_FATIGA:FN,False
9171.0,estoy molido y encima me revienta q nadie eche una mano,"['ENFADO_IRRITACION', 'CANSANCIO_FATIGA']","['ENFADO_IRRITACION', 'SOBRECARGA_URGENCIA']",0.000,0.001,0.948,0.796,0.001,0.000,0.001,SOBRECARGA_URGENCIA:FP; CANSANCIO_FATIGA:FN,False
9172.0,no duermo pensando en la review y mañana tengo 4 reuniones encima,"['ESTRES_ANSIEDAD', 'SOBRECARGA_URGENCIA']",['SOBRECARGA_URGENCIA'],0.000,0.005,0.001,0.978,0.001,0.000,0.004,ESTRES_ANSIEDAD:FN,False
